polis_id,polis_name,region,latitude,longitude,territory_size,start_date,end_date,chrono_text,population,pop_text,urban_size_ha,ha_text,relocated,relocation_details,coins,constitution_type,walls,monuments,crisis
356-Tiryns,Tiryns,Argolis,37.35,22.5,2,-600,-468,"Polis status in the Archaic and early Classical periods, however, is strongly indicated by the sacred laws of c. 600. In Olympia in 468 a Tirynthian was the winning pugilist in the boys' category. Shortly afterwards Tiryns was taken over by Argive slaves expelled from Argos by the sons of those who fell at Sepeia; after some years of peaceful relations, war broke out between Argos and the former slaves in Tiryns, who eventually were defeated by the Argives. Tiryns was demolished.",400:-479,"together with Mykenai (no. 353), it provided 400 men at Plataiai in 479 (Hdt. 9.28.4)",,,False,,False,democracy,True,"akropolis, temple, stoa","conflict, conquered"
357-Troizen,Troizen,Argolis,37.3,23.25,4,,,,16500:-480,"Troizen provided five triremes at Salamis in 480 (Hdt. 8. 43), and 1,000 men at Plataiai in 479 (Hdt. 9. 28. 4). Assuming that there is no overlap between the two forces, Jameson et al. (1994) 556-59 estimate the military strength of Troizen at 2,000 men, and the total population at c. 11,500 minimum and 16,500 maximum.",,,False,,True,,True,"akropolis, agora, temple, prytaneion","conflict, conquered"
358-Aigina,Aigina,The Saronic Gulf,37.45,23.3,2,,,,45000:-500,"During the C5e acme, the total population was 35,000-45,000, with 7,000-10,000 slaves/freedmen and 1,500-2,500 males of or above hoplite rank (Figueira (1981) 22-52).",52,The walls enclosed an area of c. 52 ha (Figueira (1981) 39-40.,True,"Heltic inscriptions mention a pentapolis that might indicate a synoecism (Felten (1975) 42-52). In 431, Aiginetans were expelled and scattered. In 405, Lysander refounded Aigina (Xen. Hell. 2.2.9).",True,oligarchy,True,"akropolis, temple, theatre, law_courts","conflict, conquered"
359-Belbina,Belbina,The Saronic Gulf,37.3,23.55,1,,,,,,,,False,,False,,,,
360-Kalaureia,Kalaureia,The Saronic Gulf,37.3,23.3,2,-800,,"From possibly C6l (Hdt. 3.59.1) and during C5-C4l Kalaureia was a possession of Troizen. The sanctuary of Poseidon Kalauros, known from C8e with a temple from C6l, expanded in C5l-C4. After the Lamian War, the polis is presented as the political authority for a grant of ateleia to Siphnos in IG iv 839 = Syll.³ 359 (C4l).",,,,,False,,False,,,"agora, temple, bouleuterion, stoa",conquered
361-Athenai,Athenai,Attika,38.0,23.45,5,,,,"60000:-431, 30000:-400, 30000:-350, 21000:-310","There were altogether some 50,000-60,000 adult male citizens (Rhodes (1988) 271-77; Hansen (1988) 23-25). Due to the plague in 430-426, war casualties during the Peloponnesian War, and the siege of 405/4, the number of citizens dropped to some 25,000-30,000 in c. 400 (Hansen (1988) 14-28). During C4 the number of Athenian citizens living in Attika must have been in the range of 30,000, ± a few thousand (Hansen (1985) 65-69; (1994)). The result of a census conducted by Demetrios of Phaleron during the decade 317-307 was 21,000 Athenians and 10,000 metics (Ath. 272 C).",600,"The walls of Athens and Peiraieus enclosed altogether 600 ha (Athens: 211 ha, Peiraieus: 300 ha; the space between the Long Walls: 100 ha).",False,,True,democracy,True,"akropolis, agora, temple, bouleuterion, prytaneion, ekklesiastierion, theatre, gymnasium, law_courts, stoa","conflict, conquered, disease, fire"
362-Eleusis,Eleusis,Attika,38.05,23.35,2,-403,-401,"in the years 403-401 it was a self-governing polity settled with the core of the oligarchic faction in the civil war 404/3. In 401/0 the Athenians marched out in full force and laid siege to Eleusis. the Athenians killed the Eleusinian strategoi and persuaded the Eleusinians to give up Eleusis and move back to Athens, where a new amnesty was declared",,,,,True,"The new polis was created by a synoecism of oligarchs from both communities (Arist. Ath. Pol. 39.3: synoikein). In connection with the restoration of the democracy in 403, those of the oligarchs from Athens who so wished could leave Athens and have Eleusis as their residence alongside those of the Eleusinians whom they wanted to retain.",False,oligarchy,,temple,"conflict, conquered"
363-Salamis,Salamis,Attika,38.0,23.35,2,,,,,,,,False,,True,,True,"agora, temple","conflict, conquered"
364-Athenai-Diades,Athenai Diades,Euboia,38.5,23.0,1,-452,-460,"Athenai Diades was a member of the Delian League and may have been among the original members. It is recorded in the tribute lists from 452/1 to 416/15. Athenai Diades must have recovered its independence in C4e since it is recorded among the original members of the Second Athenian Naval League. The inference is that by C4m Athenai must have been incorporated into Histiaia/Oreos, and in C3m it is duly attested as a Histiaian deme.",,,,,False,,False,,True,akropolis,conquered
365-Chalkis,Chalkis,Euboia,38.25,23.35,5,,,,,,12.5,The acropolis and part of the city as well were protected by a C4e circuit wall of c. 2 km enclosing an area of c. 12.5 ha.,False,,True,mixed,True,"akropolis, agora","conflict, conquered"
366-Diakrioi-en-Euboia,Diakrioi en Euboia,Euboia,,,,,,"The Diakrioi en Euboia were members of the Delian League. They are recorded twice in the tribute lists, in 429/8 and in 417/16.",,,,,False,,False,,,,
367-Diakres-apo-Chalkideon,Diakres apo Chalkideon,Euboia,,,,-434,,"The Diakres are recorded in the tribute lists from 434/3 (IG i³ 278.vi.25-26) to 416/15 (IG i³ 289.i.15-16), a total of six times. formed perhaps a shortlived splinter community of Chalkis (no. 365) settled in the Diakria in the northern part of the territory of Chalkis in the years after 446 when Chalkis was controlled by Athens",,,,,False,,False,,,,
368-Dion,Dion,Euboia,38.5,22.5,1,,-460,"Dion was a member of the Delian League, and may have been among the original members. It is recorded in the tribute lists from 451/50 to 432/1. Dion must have recovered its independence in C4e, since it is recorded among the original members of the Second Athenian Naval League. Dion may have left the League together with Thebes in 371 or shortly afterwards. The presumption is that Dion was a polis in the political sense down to C4f. The inference is that by C4m Dion had been incorporated into Histiaia/Oreos.",,,,,False,,False,,,,conquered
369-Dystos,Dystos,Euboia,38.2,24.1,1,-500,,"Dystos is attested as a settlement in the prehistoric period (Sackett et al. (1966) 76 no. 84) and was refounded in the Archaic period (Hoepfner (1999) 352). Dystos may have been a Dryopian settlement. Like Grynchai (no. 371) and Styra (no. 377), Dystos had once been a polis, but was transformed into an Eretrian deme in, probably, C5f",,,5,The circuit encloses an area of c. 5 ha.,False,,False,,True,"akropolis, agora, temple",conflict
370-Eretria,Eretria,Euboia,38.25,23.5,5,,,"The first traces of occupation on the acropolis date to the second millennium. Middle Helladic remains have been found in the plain, not far from the future agora. During the Protogeometric period (C9), only the tombs attest to some sort of human presence. The first evidence of settlement, dating from C8, comes from three areas: near the port, on the site of the later sanctuary of Apollo, and at several places at the foot of the acropolis.",6850:-325,"In C4l Eretria had some 6,000 adult male citizens, as can be inferred retrospectively from a cluster of lists of names of c. 280. A year class of 150-200 ephebes corresponds to a force of some 4,200-5,000 citizens of military age (18-59) and fit for military service, and to a total adult male citizen population of c. 5,750-6,850 minimum, including those over 60 and those unfit for military service.",81.5,"It was about 4,260 m in length; the total area enclosed by the wall was about 81.5 ha.",False,,True,democracy,True,"akropolis, agora, temple, theatre, gymnasium, stoa","conflict, conquered, fire"
371-Grynchai,Grynchai,Euboia,38.25,24.1,,-478,-420,"Grynchai was a member of the Delian League, and may have been among the original members (ATL iii. 198-99). It belonged to the Island district and is recorded in the tribute lists from 451/50 to 416/5. In C5l, Grynchai became a deme of Eretria.",,,,,False,,False,,,,conquered
372-Histiaia,Histiaia/Oreos,Euboia,38.55,23.05,5,,,,2000:-446,"The Athenians are described as colonists (apoikoi, Thuc. 7.57.2; Figueira (1991) 223) and numbered 2,000 (Theopomp. fr. 387) rather than the 1,000 reported at Diod. 12.22.2",,,True,"After 446 the urban centre was moved to Oreos at modern Kastro, and the inhabitants of the two settlements were merged by a synoikismos (Strabo 10.1.4). Strabo reports that Philistides during his short reign had the population of Ellopia transferred to Oreos (10.1.3).",True,democracy,True,"akropolis, temple, law_courts","conflict, conquered, earthquake"
373-Karystos,Karystos,Euboia,38.0,24.25,4,-550,,Coins of C6m (infra) and a Panhellenic victor of C6s (infra) are the only evidence we have for Karystos before the Persian War. Karystos struck coins of silver c. 550-445 and of silver and bronze c. 411-336.,,,,,True,"In the Archaic period the urban centre was situated on the Plakari hill, and it may have remained there during C5. In C4, if not before, it was moved to Palaiochori.",True,oligarchy,True,"akropolis, temple","conflict, conquered, starvation"
374-Orobiai,Orobiai,Euboia,38.5,23.15,1,,,Orobiai is described as a polis which was partly engulfed by the great seismic sea wave of 426. Orobiai may in C5 have been a dependent polis lying inside the territory of Histiaia/Oreos but transformed into a Histiaian deme in the course of C4 or C3.,,,,,False,,False,,,temple,"earthquake, flood"
375-Peraia,Peraia,Euboia,,,,,-400,it seems reasonable to infer that Peraia too was once a polis which had been absorbed by Eretria c. 400,,,,,False,,False,,,,conquered
376-Posideion,Posideion,Euboia,39.0,23.2,,,-400,Posideion was assessed for phoros in 425/4. The change from polis to deme of Histiaia/Oreos may have taken place in C4f.,,,,,False,,False,,,,
377-Styra,Styra,Euboia,38.1,24.15,,,-322,During the Lamian War (323/2) Styra was conquered and destroyed by the Athenians (Strabo 10.1.6). In the Heltic period Styra is attested as a deme of Eretria. The presumption is that the change of status from polis to deme took place in C5l or C4e.,,,,,False,,False,,True,temple,"conflict, conquered"
378-Alope,Alope,East Lokris,38.45,22.55,1,-600,,"the polygonal circuit wall has not been dated, but may belong to C6; Archaic and Classical sherds as well as tiles attest to activity",,,1.155,it enclosed an area measuring c. 165 × 70 m,False,,False,,True,akropolis,"conflict, earthquake"
379-Alponos,Alponos,East Lokris,38.5,22.35,1,,,,,,,,True,the city was possibly relocated uphill to a new site after the earthquake of 426 (Pritchett (1982) 164; but see Buckler (1989) 93-94); Pritchett (1982) 164-66 describes the probable new site as a walled city.,False,,True,akropolis,"conflict, earthquake"
380-Halai,Halai (Haleeus),East Lokris,35.4,23.1,2,-600,,The earlier fortification was built c. 600 or slightly earlier (Goldman (1940) 430; cf. Fossey (1990) 40) at the 'foundation' of the site.,,,13,The surface survey carried out by the Cornell Halai East Lokris Project team revealed traces of a C4 or Heltic circuit wall surrounding a lower town and enclosing an area of c. 12-13 ha (Coleman (1992) 268 with fig. 2).,False,,False,,True,"akropolis, temple",
381-Knemides,Knemi(de)s,East Lokris,38.45,22.5,1,,,,,,,,False,,False,,,,
382-Kynos,Kynos,East Lokris,38.45,23.05,1,,,"Hope Simpson and Lazenby (1970) 47 reported Archaic and Classical sherds from the Pyrgos area. Late sources such as Strabo 9.4.2 and Paus. 10.1.2 describe Kynos as merely the harbour of Opous (no. 386), but Oldfather (1925) 32 believes that Kynos was originally more than that.",,,,,False,,False,,True,"akropolis, temple",earthquake
1000-Rhodos,Rhodos,Rhodes,36.25,28.15,5,-408,,Strabo 14.2.10 describes the relocation of the inhabitants of the three old major poleis in 408/7 to the city of Rhodos as synoecism.,"6000:-408, 40000:-500","Diodorus Siculus 13.75.1 (r 408/7) states that the inhabitants of the three old major poleis relocated to the city of Rhodos, and by the time of the democratic revolution in 395, the city had harbors capable of sheltering large fleets and an agora, indicating a growing population.",430,The urban area enclosed by the city wall in the 3rd century BC was about 430 ha.,True,"In 408/7, the inhabitants of the three old major poleis relocated to the city of Rhodos, a process which Strabo describes as synoecism.",True,democracy,True,"akropolis, agora, temple, ekklesiastierion, theatre, gymnasium","conflict, flood"
1001-Aspendos,Aspendos,"The South Coast of Asia Minor (Pamphylia, Kilikia)",31.1667,36.9167,1,-500,,"According to Hellan. fr. 15, Aspendos was founded by the hero Aspendos. Other versions of the foundation myth are found in later sources: e.g. that it was an Argive foundation (Strabo 14.4.2).",,,,,False,,True,,True,"akropolis, temple",
1002-Idyros,Idyros,"The South Coast of Asia Minor (Pamphylia, Kilikia)",30.35,36.35,5,-425,,"There is no cogent reason to accept Meineke's conjectures 'Ιδυρευς and 'Ιδυρις for MSS Γαυρευς and Γαυρις at Arist. De ventis 973 a 6 -7. The only source to record a city-ethnic is Steph. Byz., who suggests 'Ιδυριτης (327.2). If the identification of Ityra with Idyros is accepted, the presumption is that it was a member of the Delian League and a polis in the political sense too: at least, it was assessed for tribute in 425/4 (IG i³ 71.ii.147 (4,000 dr.)).",4000:-425,"At least, it was assessed for tribute in 425/4 (IG i³ 71.ii.147 (4,000 dr.)).",,,False,,False,,False,,
1003-Perge,Perge,"The South Coast of Asia Minor (Pamphylia, Kilikia)",37.0,30.5,5,-700,,"The toponym is \'Πέργη\', \'ηasper\' (Ps.-Skylax 100, MSS \'πελπίπολις\', conj. Salmassius; Arr. Anab. 1.26.1 (r 333); Strabo 14.4.2; IG i³ 71.ii.113 (425/4)). The city-ethnic is \'Περγαῖος\' (Arr. Anab. 1.25.9 (r 333)); possibly Graeco-Pamphylian \'Πρείιος\' on inscriptions (Merkelbach and S \u0308 ahin (1988) no. 1 (C5l/C4e)).",40000:-425,"Perge may have been one of the cities allegedly founded by a mixed contingent of people, led by Amphilochos, Mopsos and Kalchas, in the aftermath of the fall of Troy, but the city is not specifically mentioned in the sources (cf. Hdt. 7.91; Strabo 14.4.3).",61,"The size of the Roman settlement area was c. 61 ha (Jameson (1974) 375), but the original Greek settlement probably comprised only the northern part of the site, the so-called Acropolis Hill.",False,,False,,True,temple,
1004-Side,Side,"The South Coast of Asia Minor (Pamphylia, Kilikia)",36.75,31.4167,4,-600,,"The city was supposedly colonised from Kyme (no. 817 ) (Ps.Skylax 101 ; Arr. Anab . 1 . 26 . 4 ; Strabo 14 . 4 . 2 ), possibly in C7l (Martin ( 2001 ) 517 ).",,,45,"The city encompassed the whole promontory, c. 45 ha, in Heltic and Roman times, but probably comprised only the outermost peninsula in the Archaic and Classical periods.",False,,True,,True,temple,
1005-Aphrodisias,Aphrodisias,"The South Coast of Asia Minor (Pamphylia, Kilikia)",36.1667,33.6667,5,-500,,"The territory of Aphrodisias must have comprised the coastal lowland of the river Melas, later, with the foundation of Seleukeia, probably annexed by this city.","1500:-520, 2000:-485",From c. 520: Aphrodisias struck silver coins on the Aiginetan standard. From c. 485: obv. winged female figure in Knielauf holding kerykeion or staff or wreath; rev. baetyl in incuse square; legend: letters of uncertain meaning.,15,"The settlement area on the small plateau above the eastern harbour comprised c. 15 ha, but no extant remains are Greek (TIB 5: 194).",False,,True,,True,temple,
1006-Holmoi,Holmoi,"The South Coast of Asia Minor (Pamphylia, Kilikia)",36.2,33.55,5,-312,,The population of Holmoi was transferred to Seleukeia on the Kalykadnos when that city was founded in 312 (Strabo. 14 . 5 . 4 ).,0:-312,The population of Holmoi was transferred to Seleukeia on the Kalykadnos when that city was founded in 312 (Strabo. 14 . 5 . 4 ).,,,True,The population of Holmoi was transferred to Seleukeia on the Kalykadnos when that city was founded in 312 (Strabo. 14 . 5 . 4 ).,True,,False,,
1007-Issos,Issos,"The South Coast of Asia Minor (Pamphylia, Kilikia)",36.5,36.1667,5,-401,,"Issos was situated on a c. 6, 000 m²-wide coastal plateau near the estuary of the river Pinaros, on the western border of Kilikia Pedia (cf. Diod. 14.21.1; Strabo 14.5.1; for the identification of the site with Yeşil (Kinet) Hüyük, see Hellenkemper (1984)).",40000:-400,A silver coinage struck by local officials on the Persian standard from c. 400 has been attributed to Issos (the most recent survey is Brindley (1993)).,60,"Issos was situated on a c. 6, 000 m²-wide coastal plateau near the estuary of the river Pinaros, on the western border of Kilikia Pedia.",False,,True,,False,temple,"conflict, conquered"
